REGISTO,OBSER,CONCELHO,FREGUESIA,DATAINICIO,HORAINI,MINUTINI,DATAFIM,HORAFIM,MINUFIM,CAUSA,A_ARBORIZA,A_N_ARBORI,TOTAL
DM3669,,BAIAO,S.C.DOURO,1993/08/06,6,0,1993/08/06,7,15,DES,0,0.02,0.02
DM3669,,BAIAO,S.C.DOURO,1993/08/06,1,40,1993/08/06,3,40,DES,0.05,0.05,0.1
DM3670,,PENAFIEL,S.MARTA,1993/08/06,2,10,1993/08/06,2,30,DES,0,0.01,0.01
DM3671,,P.LIMA,R.LIMA,1993/08/06,2,50,1993/08/06,10,30,DES,0,3,3
DM3672,,MAIA,FOLGOSA,1993/08/06,3,30,1993/08/06,5,10,DES,0,0.15,0.15
DM3673,,V.N.CERVEIRA,GONDAREM,1993/08/06,6,0,1993/08/06,7,0,DES,0,0.3,0.3
DM3674,,BRAGA,ESCUDEIROS,1993/08/06,7,55,1993/08/06,9,45,DES,0,1,1
DM3675,,P.LIMA,R.LIMA,1993/08/06,8,10,1993/08/06,11,0,DES,0.5,0,0.5
DM3676,,MARCO,V.O.ALIVIADA,1993/08/06,8,10,1993/08/06,9,15,DES,0,0.01,0.01
DM3677,,S.TIRSO,GUIDOES,1993/08/06,8,15,1993/08/06,10,0,DES,0,0.05,0.05
DM3678,,LOUSADA,CAIDE,1993/08/06,8,40,1993/08/06,9,45,DES,0,0.3,0.3
DM3679,,T.BOURO,CARVALHEIRA,1993/08/06,9,5,1993/08/06,11,20,DES,0,3,3
DM3680,,P.FERREIRA,EIRIZ,1993/08/06,9,15,1993/08/06,10,30,DES,0,0.1,0.1
DM3681,,MATOSINHOS,L.BAILIO,1993/08/06,9,20,1993/08/06,10,20,DES,0,0.03,0.03
DM3682,,GUIMARAES,PENCELO,1993/08/06,10,4,1993/08/06,11,34,DES,0,0.3,0.3
DM3682,,GUIMARAES,PENCELO,1993/08/06,21,0,1993/08/06,22,0,DES,0,0.5,0.5
DM3682,,GUIMARAES,PENCELO,1993/08/06,21,30,1993/08/06,22,5,DES,0,0.5,0.5
DM3682,,GUIMARAES,PENCELO,1993/08/06,15,50,1993/08/06,18,40,DES,0,1.5,1.5
DM3683,,PENAFIEL,GUILHUFE,1993/08/06,10,45,1993/08/06,11,30,DES,0,0.05,0.05
DM3684,,AMARES,FISCAL,1993/08/06,12,20,1993/08/06,13,40,DES,0,0.5,0.5
DM3684,,AMARES,FISCAL,1993/08/06,11,0,1993/08/06,12,25,DES,0,1,1
DM3684,,AMARES,FISCAL,1993/08/06,14,45,1993/08/06,16,35,DES,0,1,1
DM3685,,V.N.GAIA,CANELAS,1993/08/06,11,35,1993/08/06,12,50,DES,0,0.5,0.5
DM3686,,AMARANTE,F.BAIXO,1993/08/06,12,10,1993/08/06,13,30,DES,0.1,0.1,0.2
DM3687,,S.J.MADEIRA,S.J.MADEIRA,1993/08/06,12,25,1993/08/06,14,25,DES,0,0.04,0.04
DM3688,,FAMALICAO,CABECUDOS,1993/08/06,12,45,1993/08/06,13,30,DES,0,0.08,0.08
DM3689,,FAFE,M.REI,1993/08/06,12,50,1993/08/06,14,41,DES,0,0.05,0.05
DM3690,,CEL.BASTO,ARNOIA,1993/08/07,17,55,1993/08/07,19,15,DES,0,0.02,0.02
DM3690,,CEL.BASTO,ARNOIA,1993/08/06,16,5,1993/08/06,18,0,DES,0,0.1,0.1
DM3690,,CEL.BASTO,ARNOIA,1993/08/06,13,5,1993/08/06,14,40,DES,0,0.5,0.5
DM3691,,S.TIRSO,GUIDOES,1993/08/06,13,5,1993/08/06,19,40,DES,0,2,2
DM3692,,PENAFIEL,GUILHUFE,1993/08/06,13,10,1993/08/06,13,55,DES,0,0.03,0.03
DM3693,,GUIMARAES,LORDELO,1993/08/06,13,10,1993/08/06,14,0,DES,0,0.1,0.1
DM3694,,MARCO,MAGRELOS,1993/08/06,13,18,1993/08/06,17,55,DES,0.5,1.5,2
DM3695,,VALENCA,FRIESTAS,1993/08/06,13,20,1993/08/06,14,5,DES,0,0.03,0.03
DM3696,,MARCO,V.O.ALIVIADA,1993/08/06,13,25,1993/08/06,13,35,DES,0,0.01,0.01
DM3697,,MAIA,FOLGOSA,1993/08/06,13,30,1993/08/06,18,5,DES,0,1,1
DM3698,,GONDOMAR,MELRES,1993/08/06,13,30,1993/08/06,13,50,DES,0,0.05,0.05
DM3699,,MARCO,V.B.QUIRES,1993/08/06,13,35,1993/08/06,16,0,DES,0.4,0.1,0.5
DM3700,,S.TIRSO,BURGAES,1993/08/06,13,40,1993/08/06,14,30,DES,0,0.05,0.05
DM3701,,GONDOMAR,MELRES,1993/08/06,13,40,1993/08/07,0,25,DES,0,6,6
DM3702,,FELGUEIRAS,B.GODIM,1993/08/06,13,50,1993/08/06,14,50,DES,0,0.05,0.05
DM3703,,S.TIRSO,S.M.BOUGADO,1993/08/06,14,0,1993/08/06,17,0,DES,0,0.2,0.2
DM3704,,BARCELOS,CARVALHOS,1993/08/06,14,5,1993/08/06,15,40,DES,0,0.05,0.05
DM3705,,LOUSADA,MEINEDO,1993/08/06,14,7,1993/08/06,14,45,DES,0,0.05,0.05
DM3706,,BARCELOS,BARCELINHOS,1993/08/06,14,10,1993/08/06,14,30,DES,0,0.01,0.01
DM3707,,FAMALICAO,CALENDARIO,1993/08/06,14,10,1993/08/06,15,15,DES,0,0.05,0.05
DM3708,,P.FERREIRA,FERREIRA,1993/08/06,14,10,1993/08/06,17,15,DES,0,0.3,0.3
DM3709,,MATOSINHOS,S.C.BISPO,1993/08/06,14,10,1993/08/06,15,15,DES,0,0.01,0.01
DM3710,,MATOSINHOS,L.PALMEIRA,1993/08/06,14,35,1993/08/06,16,0,DES,0,0.01,0.01
DM3710,,MATOSINHOS,L.PALMEIRA,1993/08/06,14,15,1993/08/06,14,55,DES,0,0.05,0.05
DM3711,,S.TIRSO,REGUENGA,1993/08/06,14,15,1993/08/06,15,35,DES,0,0.1,0.1
DM3712,,V.N.GAIA,V.PARAISO,1993/08/06,14,20,1993/08/06,15,0,DES,0,0.05,0.05
DM3713,,GONDOMAR,F.SOUSA,1993/08/06,14,25,1993/08/06,19,50,DES,5,0,5
DM3714,,V.N.GAIA,GRIJO,1993/08/06,14,30,1993/08/06,15,15,DES,0,0.1,0.1
DM3715,,VALENCA,VALENCA,1993/08/06,14,30,1993/08/06,15,10,DES,0,0.05,0.05
DM3716,,P.FERREIRA,FERREIRA,1993/08/06,14,40,1993/08/06,15,15,DES,0,0.07,0.07
DM3717,,FAMALICAO,STA.MARIA,1993/08/06,14,40,1993/08/06,15,50,DES,0,0.05,0.05
DM3718,,MARCO,V.O.ALIVIADA,1993/08/06,14,40,1993/08/06,15,50,DES,0,0.02,0.02
DM3719,,MAIA,S.P.AVIOSO,1993/08/06,14,45,1993/08/06,17,15,DES,0,0.8,0.8
DM3720,,MAIA,A.SANTAS,1993/08/06,14,55,1993/08/06,16,40,DES,0,0.07,0.07
DM3721,,CAB.BASTO,BUCOS,1993/08/06,15,0,1993/08/06,16,50,DES,0,2,2
DM3722,,P.COURA,ROMARIGAES,1993/08/06,15,0,1993/08/06,17,0,DES,1,1,2
DM3723,,FAMALICAO,S.M.OLIVEIRA,1993/08/06,15,0,1993/08/06,15,50,DES,0,0.15,0.15
DM3724,,PAREDES,SOBROSA,1993/08/06,15,0,1993/08/06,15,50,DES,0,0.02,0.02
DM3725,,FELGUEIRAS,TORRADOS,1993/08/06,15,0,1993/08/06,16,35,DES,0,3,3
DM3726,,P.FERREIRA,FERREIRA,1993/08/06,15,10,1993/08/06,15,40,DES,0,0.06,0.06
DM3727,,P.FERREIRA,EIRIZ,1993/08/06,15,15,1993/08/06,21,0,DES,0,1,1
DM3728,,GUIMARAES,DONIM,1993/08/06,17,0,1993/08/06,17,20,DES,0,0.02,0.02
DM3728,,GUIMARAES,DONIM,1993/08/06,15,20,1993/08/06,16,25,DES,0,0.05,0.05
DM3728,,GUIMARAES,DONIM,1993/08/06,17,20,1993/08/06,19,0,DES,0,0.25,0.25
DM3729,,PENAFIEL,S.M.RECESINHOS,1993/08/06,15,20,1993/08/06,17,45,DES,0,0.5,0.5
DM3730,,VALENCA,S.P.TORRE,1993/08/06,15,20,1993/08/06,16,20,DES,0,0.15,0.15
DM3731,,V.N.GAIA,SANDIM,1993/08/06,22,0,1993/08/06,23,45,DES,0,0.1,0.1
DM3731,,V.N.GAIA,SANDIM,1993/08/06,15,20,1993/08/06,17,40,DES,0,0.8,0.8
DM3732,,V.N.CERVEIRA,NOGUEIRA,1993/08/06,15,25,1993/08/06,16,45,DES,0,0.05,0.05
DM3733,,V.N.CERVEIRA,NOGUEIRA,1993/08/06,15,25,1993/08/06,16,40,DES,0.05,0,0.05
DM3734,,BARCELOS,GRIMANCELOS,1993/08/06,15,30,1993/08/06,16,15,DES,0,0.02,0.02
DM3735,,T.BOURO,OUTRAS,1993/08/06,15,40,1993/08/06,17,40,DES,0,0.04,0.04
DM3736,,S.TIRSO,S.BOUGADO,1993/08/06,15,55,1993/08/06,19,30,DES,0,3,3
DM3737,,FAMALICAO,LOUSADO,1993/08/06,16,5,1993/08/06,16,35,DES,0,0.06,0.06
DM3738,,GONDOMAR,S.P.COVA,1993/08/06,16,10,1993/08/06,18,0,DES,0,0.3,0.3
DM3739,,GONDOMAR,VALBOM,1993/08/06,16,10,1993/08/06,18,30,DES,0,0.1,0.1
DM3740,,GUIMARAES,SERZEDELO,1993/08/06,16,15,1993/08/06,17,5,DES,0,0.3,0.3
DM3741,,GUIMARAES,SERZEDO,1993/08/06,16,15,1993/08/06,17,10,DES,0,0.3,0.3
DM3742,,BAIAO,VALADARES,1993/08/06,16,15,1993/08/06,17,30,DES,0,1,1
DM3743,,BAIAO,VALADARES,1993/08/06,16,15,1993/08/07,3,30,DES,0,1,1
DM3744,,FAMALICAO,S.MARTINHO,1993/08/06,16,20,1993/08/06,17,0,DES,0,0.07,0.07
DM3745,,FAFE,SERAFAO,1993/08/06,16,25,1993/08/06,17,31,DES,0,0.2,0.2
DM3746,,LOUSADA,CAIDE,1993/08/06,16,30,1993/08/06,20,0,DES,0,1,1
DM3747,,VALONGO,CAMPO,1993/08/06,16,35,1993/08/06,19,50,DES,0,1,1
DM3748,,FAMALICAO,REQUIAO,1993/08/06,16,35,1993/08/06,16,55,DES,0,0.03,0.03
DM3749,,S.TIRSO,S.T.NEGRELOS,1993/08/06,16,40,1993/08/06,17,25,DES,0,0.1,0.1
DM3750,,S.TIRSO,S.T.NEGRELOS,1993/08/06,16,45,1993/08/06,19,30,DES,0,0.3,0.3
DM3751,,P.LIMA,R.LIMA,1993/08/06,16,50,1993/08/06,18,25,DES,0.1,0,0.1
DM3752,,BRAGA,SOBREPOSTA,1993/08/06,16,55,1993/08/06,18,30,DES,0,0.01,0.01
DM3753,,S.TIRSO,MURO,1993/08/06,17,0,1993/08/06,18,0,DES,0,2,2
DM3754,,S.TIRSO,REGUENGA,1993/08/06,17,0,1993/08/06,19,40,DES,0,0.5,0.5
DM3755,,A.VALDEVEZ,S.JORGE,1993/08/06,17,0,1993/08/06,19,0,DES,2,0,2
DM3756,,S.TIRSO,BURGAES,1993/08/06,17,5,1993/08/06,17,20,DES,0,0.05,0.05
DM3757,,S.TIRSO,M.CORDOVA,1993/08/06,17,25,1993/08/06,18,30,DES,0,0.2,0.2
DM3758,,FELGUEIRAS,AIRAES,1993/08/06,17,30,1993/08/06,19,0,DES,0,0.5,0.5
DM3759,,FAMALICAO,S.EULALIA,1993/08/06,17,30,1993/08/06,18,15,DES,0,0.02,0.02
DM3759,,FAMALICAO,S.EULALIA,1993/08/06,22,55,1993/08/06,23,30,DES,0,0.03,0.03
DM3760,,FAMALICAO,LANDIM,1993/08/06,17,35,1993/08/06,17,55,DES,0,0.2,0.2
DM3761,,FELGUEIRAS,LAGARES,1993/08/06,17,40,1993/08/06,19,25,DES,0,0.2,0.2
DM3762,,MAIA,S.P.AVIOSO,1993/08/06,17,55,1993/08/06,19,0,DES,0,0.05,0.05
DM3763,,FAMALICAO,ANTAS,1993/08/06,18,0,1993/08/06,18,45,DES,0,0.05,0.05
DM3763,,FAMALICAO,ANTAS,1993/08/08,17,40,1993/08/08,18,40,DES,0,0.1,0.1
DM3764,,GUIMARAES,TABUADELO,1993/08/06,18,0,1993/08/06,19,10,DES,0,0.1,0.1
DM3765,,S.TIRSO,BURGAES,1993/08/06,18,5,1993/08/06,19,20,DES,0,0.1,0.1
DM3766,,GUIMARAES,INFIAS,1993/08/06,18,10,1993/08/06,18,30,DES,0,0.05,0.05
DM3767,,S.TIRSO,S.T.NEGRELOS,1993/08/06,18,10,1993/08/06,19,30,DES,0,0.5,0.5
DM3768,,P.FERREIRA,CODESSOS,1993/08/06,18,20,1993/08/06,20,20,DES,0,0.2,0.2
DM3769,,PAREDES,D.IGREJAS,1993/08/06,18,20,1993/08/06,18,50,DES,0,0.1,0.1
DM3770,,PAREDES,RECAREI,1993/08/06,18,20,1993/08/06,20,10,DES,0,0.15,0.15
DM3771,,MAIA,FOLGOSA,1993/08/06,18,25,1993/08/06,19,20,DES,0,0.01,0.01
DM3772,,P.VARZIM,P.VARZIM,1993/08/06,18,45,1993/08/06,19,45,DES,0,0.16,0.16
DM3773,,MARCO,FOLHADA,1993/08/06,18,50,1993/08/07,0,50,DES,1,2,3
DM3774,,FEIRA,"VILA MAIOR",1993/08/06,19,0,1993/08/06,20,5,DES,0,0.1,0.1
DM3775,,V.N.GAIA,AVINTES,1993/08/06,19,10,1993/08/06,20,0,DES,0,0.06,0.06
DM3776,,V.MINHO,CAMPOS,1993/08/06,19,15,1993/08/06,20,45,DES,0,2,2
DM3777,,PENAFIEL,BUSTELO,1993/08/06,19,20,1993/08/06,20,25,DES,0,0.05,0.05
DM3778,,LOUSADA,LUSTOSA,1993/08/06,19,20,1993/08/06,21,0,DES,0,0.5,0.5
DM3779,,GUIMARAES,PONTE,1993/08/06,19,30,1993/08/06,23,45,DES,0,1.5,1.5
DM3780,,GONDOMAR,"RIO TINTO",1993/08/06,19,30,1993/08/06,21,12,DES,0,0.2,0.2
DM3781,,FELGUEIRAS,VARZIELA,1993/08/06,20,10,1993/08/06,21,40,DES,0,0.05,0.05
DM3782,,MAIA,BARCA,1993/08/06,20,25,1993/08/06,22,0,DES,0,0.02,0.02
DM3783,,P.LIMA,M.LIMA,1993/08/06,20,45,1993/08/06,21,45,DES,0,0.08,0.08
DM3784,,AMARANTE,SALVADOR,1993/08/06,21,0,1993/08/06,23,0,DES,0.2,0.1,0.3
DM3785,,P.LIMA,CEPOES,1993/08/06,21,45,1993/08/06,22,55,DES,0,0.02,0.02
DM3786,,S.TIRSO,REBORDOES,1993/08/06,21,55,1993/08/06,23,5,DES,0,0.2,0.2
DM3787,,MAIA,MAIA,1993/08/06,22,5,1993/08/06,23,15,DES,0,0.05,0.05
DM3788,,BARCELOS,ALVELOS,1993/08/06,22,15,1993/08/06,23,35,DES,0,0.01,0.01
DM3789,,P.FERREIRA,FERREIRA,1993/08/06,22,20,1993/08/06,22,55,DES,0,0.05,0.05
DM3790,,P.FERREIRA,FERREIRA,1993/08/06,22,30,1993/08/06,23,5,DES,0,0.05,0.05
DM3791,,FAFE,ARMIL,1993/08/06,22,50,1993/08/07,1,0,DES,0,2,2
DM3792,,P.FERREIRA,FRAZAO,1993/08/06,22,55,1993/08/06,23,55,DES,0,0.06,0.06
DM3793,,FAMALICAO,STA.MARIA,1993/08/06,22,55,1993/08/06,23,55,DES,0,0.05,0.05
DM3794,,VALENCA,CRISTELO,1993/08/06,23,0,1993/08/06,23,30,DES,0,0.02,0.02
DM3795,,FAFE,FAFE,1993/08/06,23,0,1993/08/06,23,20,DES,0,0.02,0.02
DM3796,,BRAGA,ESPINHO,1993/08/06,23,20,1993/08/07,2,0,DES,0,2,2
DM3796,,BRAGA,ESPINHO,1993/08/16,15,30,1993/08/16,20,5,DES,0,10,10
DM3797,,BRAGA,VILACA,1993/08/06,23,40,1993/08/07,1,40,DES,0,0.1,0.1
DM3798,,P.VARZIM,ESTELA,1993/08/07,0,10,1993/08/07,1,20,DES,0,0.09,0.09
DM3799,,GONDOMAR,S.P.COVA,1993/08/07,0,40,1993/08/07,1,10,DES,0,0.01,0.01
DM3800,,P.COURA,CRISTELO,1993/08/07,1,0,1993/08/07,2,45,DES,0,0.01,0.01
DM3801,,PENAFIEL,S.M.RECESINHOS,1993/08/07,1,15,1993/08/07,2,5,DES,0,0.01,0.01
DM3802,,MAIA,VERMOIM,1993/08/07,1,15,1993/08/07,5,0,DES,0,0.15,0.15
DM3803,,V.VERDE,NEVOGILDE,1993/08/07,1,25,1993/08/07,2,15,DES,0,0.03,0.03
DM3803,,V.VERDE,NEVOGILDE,1993/08/08,12,10,1993/08/08,13,35,DES,0,0.3,0.3
DM3804,,PAREDES,GANDRA,1993/08/07,1,30,1993/08/07,2,0,DES,0,0.01,0.01
DM3805,,P.LIMA,CALHEIROS,1993/08/07,1,35,1993/08/07,2,30,DES,0,0.05,0.05
DM3806,,AMARANTE,MANCELOS,1993/08/07,1,40,1993/08/07,3,0,DES,0,0.06,0.06
DM3806,,AMARANTE,MANCELOS,1993/08/07,14,30,1993/08/07,15,25,DES,0.1,0.1,0.2
DM3807,,CAMINHA,ARGELA,1993/08/07,1,45,1993/08/07,3,15,DES,0,0.05,0.05
DM3808,,MATOSINHOS,S.HORA,1993/08/07,2,20,1993/08/07,4,20,DES,0,0.1,0.1
DM3809,,MAIA,PEDROUCOS,1993/08/07,2,25,1993/08/07,3,25,DES,0,0.05,0.05
DM3810,,PAREDES,GANDRA,1993/08/07,5,20,1993/08/07,6,5,DES,0,0.05,0.05
DM3811,,S.TIRSO,GUIDOES,1993/08/07,7,0,1993/08/07,9,20,DES,0,0.05,0.05
DM3811,,S.TIRSO,GUIDOES,1993/08/07,15,25,1993/08/07,16,35,DES,0,0.05,0.05
DM3812,,S.J.MADEIRA,S.J.MADEIRA,1993/08/07,7,15,1993/08/07,8,35,DES,0,0.03,0.03
DM3813,,S.TIRSO,BURGAES,1993/08/07,10,30,1993/08/07,11,45,DES,0,0.1,0.1
DM3814,,VALENCA,SANFINS,1993/08/07,13,0,1993/08/07,19,0,INT,0.5,1.5,2
DM3815,,FEIRA,ESCAPAES,1993/08/07,13,15,1993/08/07,14,0,DES,0,0.15,0.15
DM3816,,FAMALICAO,S.PAIO,1993/08/07,13,20,1993/08/07,13,55,DES,0,0.01,0.01
DM3817,,VALENCA,GONDOMIL,1993/08/07,14,0,1993/08/07,19,0,DES,0.5,1.5,2
DM3818,,MAIA,NOGUEIRA,1993/08/07,14,0,1993/08/07,14,27,DES,0,0.02,0.02
DM3819,,BAIAO,ANCEDE,1993/08/07,14,5,1993/08/07,15,15,DES,0,0.05,0.05
DM3820,,FEIRA,PIGEIROS,1993/08/07,14,30,1993/08/07,15,45,DES,0,0.05,0.05
DM3821,,V.CASTELO,C.NEIVA,1993/08/07,14,35,1993/08/07,15,45,DES,0,0.1,0.1
DM3822,,V.VERDE,CERVAES,1993/08/07,15,25,1993/08/07,16,25,DES,0,0.1,0.1
DM3823,,AMARANTE,GONDAR,1993/08/07,15,30,1993/08/07,17,0,DES,0.01,0.03,0.04
DM3824,,FAFE,FAFE,1993/08/07,15,55,1993/08/07,16,25,DES,0,0.01,0.01
DM3825,,BARCELOS,STA.LEOCADIA,1993/08/07,16,10,1993/08/07,17,10,DES,0,0.1,0.1
DM3826,,P.VARZIM,AMORIM,1993/08/07,16,15,1993/08/07,17,15,DES,0,0.03,0.03
DM3827,,GUIMARAES,LONGOS,1993/08/07,16,15,1993/08/07,16,50,DES,0,0.01,0.01
DM3827,,GUIMARAES,LONGOS,1993/08/07,17,40,1993/08/07,19,40,DES,0,0.02,0.02
DM3828,,S.TIRSO,S.BOUGADO,1993/08/07,16,15,1993/08/07,17,15,DES,0,0.05,0.05
DM3829,,V.N.GAIA,PEDROSO,1993/08/07,16,30,1993/08/07,18,45,DES,0,0.05,0.05
DM3830,,MONCAO,ANHOES,1993/08/07,16,40,1993/08/07,21,50,DES,0,10,10
DM3831,,P.LIMA,CABRACAO,1993/08/07,16,45,1993/08/07,18,0,DES,0,0.06,0.06
DM3832,,GUIMARAES,CALDELAS,1993/08/07,16,45,1993/08/07,17,0,DES,0,0.01,0.01
DM3833,,MATOSINHOS,L.PALMEIRA,1993/08/07,16,45,1993/08/07,17,0,DES,0,0.01,0.01
DM3834,,P.LIMA,M.LIMA,1993/08/07,17,0,1993/08/07,18,0,DES,0.05,0,0.05
DM3835,,S.J.MADEIRA,S.J.MADEIRA,1993/08/07,17,30,1993/08/07,19,50,DES,0,0.02,0.02
DM3836,,AMARANTE,CANDEMIL,1993/08/07,18,10,1993/08/07,19,50,DES,0,0.02,0.02
DM3837,,P.LANHOSO,MOURE,1993/08/07,18,35,1993/08/07,19,50,DES,0,0.5,0.5
DM3838,,P.COURA,CRISTELO,1993/08/07,18,40,1993/08/07,19,40,DES,0,0.02,0.02
DM3839,,V.N.GAIA,AVINTES,1993/08/07,18,45,1993/08/07,19,35,DES,0,0.01,0.01
DM3840,,BARCELOS,CHORENTE,1993/08/07,19,0,1993/08/07,21,0,DES,0,0.2,0.2
DM3841,,V.VERDE,GONDIAES,1993/08/09,14,10,1993/08/09,17,45,DES,0,0.1,0.1
DM3841,,V.VERDE,GONDIAES,1993/08/07,19,15,1993/08/07,20,20,DES,0,0.5,0.5
DM3841,,V.VERDE,GONDIAES,1993/08/08,14,20,1993/08/08,17,0,DES,0,0.5,0.5
DM3842,,BARCELOS,S.VERISSIMO,1993/08/07,19,15,1993/08/07,20,45,DES,0,0.05,0.05
DM3843,,GONDOMAR,S.P.COVA,1993/08/07,19,20,1993/08/07,20,20,DES,0,0.05,0.05
DM3844,,GUIMARAES,GUARDIZELA,1993/08/07,19,25,1993/08/07,20,25,DES,0,0.07,0.07
DM3845,,MATOSINHOS,S.M.INFESTA,1993/08/07,19,25,1993/08/07,20,5,DES,0,0.05,0.05
DM3846,,V.CONDE,ARVORE,1993/08/07,19,35,1993/08/07,21,0,DES,0,0.2,0.2
DM3847,,V.N.GAIA,OLIV.DOURO,1993/08/07,19,35,1993/08/07,20,10,DES,0,0.2,0.2
DM3848,,FAMALICAO,CASTELAES,1993/08/07,20,15,1993/08/07,21,30,DES,0.15,0,0.15
DM3849,,AMARANTE,LUFREI,1993/08/07,20,50,1993/08/07,21,30,DES,0,0.01,0.01
DM3850,,GONDOMAR,S.P.COVA,1993/08/07,21,8,1993/08/07,22,16,DES,0,0.2,0.2
DM3851,,MARCO,CARVALHOSA,1993/08/07,21,25,1993/08/07,22,40,DES,0,0.01,0.01
DM3852,,BRAGA,MAXIMINOS,1993/08/07,22,25,1993/08/07,22,45,DES,0,0.05,0.05
DM3853,,GUIMARAES,S.TORCATO,1993/08/07,22,25,1993/08/07,23,55,DES,0,0.4,0.4
DM3854,,GONDOMAR,"RIO TINTO",1993/08/07,22,40,1993/08/07,23,0,DES,0,0.02,0.02
DM3855,,FAMALICAO,S.EULALIA,1993/08/07,23,15,1993/08/08,0,25,DES,0,0.25,0.25
DM3856,,CAMINHA,ARGELA,1993/08/07,23,20,1993/08/08,2,0,DES,0.15,0,0.15
DM3857,,BARCELOS,FEITOS,1993/08/07,23,30,1993/08/08,1,10,DES,0,0.05,0.05
DM3858,,AMARES,RENDUFE,1993/08/07,23,30,1993/08/08,1,0,DES,0,0.08,0.08
DM3858,,AMARES,RENDUFE,1993/08/08,1,20,1993/08/08,2,20,DES,0,0.2,0.2
DM3859,,MAIA,S.M.AVIOSO,1993/08/08,0,10,1993/08/08,1,30,DES,0,0.1,0.1
DM3860,,GONDOMAR,B.MONTE,1993/08/08,18,50,1993/08/08,21,50,DES,0,0.1,0.1
DM3860,,GONDOMAR,B.MONTE,1993/08/08,0,15,1993/08/08,2,55,DES,0,0.2,0.2
DM3861,,P.BARCA,SALVADOR,1993/08/08,0,20,1993/08/08,3,0,DES,0,1,1
DM3862,,BARCELOS,SEQUEADE,1993/08/08,0,20,1993/08/08,1,15,DES,0,0.01,0.01
DM3863,,BARCELOS,"S.PEDRO V F",1993/08/08,0,25,1993/08/08,0,50,DES,0,0.05,0.05
DM3864,,PENAFIEL,CROCA,1993/08/08,0,30,1993/08/08,1,50,DES,0,0.1,0.1
DM3865,,BARCELOS,SEQUEADE,1993/08/08,0,50,1993/08/08,1,55,DES,0,0.05,0.05
DM3866,,GUIMARAES,S.MIGUEL,1993/08/08,1,10,1993/08/08,1,30,DES,0,0.01,0.01
DM3867,,FAFE,S.MARTINHO,1993/08/08,16,5,1993/08/08,17,20,DES,0,0.03,0.03
DM3867,,FAFE,S.MARTINHO,1993/08/08,1,50,1993/08/08,3,15,DES,0,0.5,0.5
DM3868,,MONCAO,BELA,1993/08/08,2,15,1993/08/08,4,0,DES,0.5,0,0.5
DM3869,,V.N.CERVEIRA,SAPARDOS,1993/08/08,2,15,1993/08/08,6,25,DES,0,1,1
DM3870,,V.N.CERVEIRA,SAPARDOS,1993/08/08,2,20,1993/08/08,4,30,INT,0,1,1
DM3871,,CAB.BASTO,ALVITE,1993/08/08,2,45,1993/08/08,7,10,DES,0,4,4
DM3872,,BARCELOS,CARVALHAL,1993/08/08,2,45,1993/08/08,3,10,DES,0,0.05,0.05
DM3873,,CAB.BASTO,ALVITE,1993/08/08,3,0,1993/08/08,6,0,NEG,0.5,1.5,2
DM3873,,CAB.BASTO,ALVITE,1993/08/10,15,15,1993/08/10,15,45,DES,0,0.01,0.01
DM3873,,CAB.BASTO,ALVITE,1993/08/08,16,50,1993/08/08,18,45,DES,0,0.1,0.1
DM3873,,CAB.BASTO,ALVITE,1993/08/10,2,30,1993/08/10,3,30,DES,0,0.15,0.15
DM3873,,CAB.BASTO,ALVITE,1993/08/08,11,40,1993/08/08,15,45,DES,0,2,2
DM3873,,CAB.BASTO,ALVITE,1993/08/09,15,35,1993/08/09,22,20,DES,1.2,0,1.2
DM3874,,A.VALDEVEZ,EIRAS,1993/08/08,4,20,1993/08/08,7,0,DES,0,1,1
DM3875,,V.CONDE,"RIO MAU",1993/08/08,4,50,1993/08/08,6,0,DES,0,0.08,0.08
DM3876,,BRAGA,ESCUDEIROS,1993/08/08,6,45,1993/08/08,8,20,DES,0,1,1
DM3877,,P.LIMA,POIARES,1993/08/08,8,20,1993/08/09,2,45,DES,22,0,22
DM3878,,V.CASTELO,LANHESES,1993/08/08,9,15,1993/08/08,10,15,DES,0,0.01,0.01
DM3879,,P.BARCA,S.TOME,1993/08/08,11,30,1993/08/08,13,25,DES,0,0.04,0.04
DM3880,,S.TIRSO,GUIDOES,1993/08/08,11,55,1993/08/08,12,58,DES,0,0.08,0.08
DM3881,,V.CONDE,V.CONDE,1993/08/08,12,15,1993/08/08,13,5,DES,0,0.03,0.03
DM3882,,P.COURA,CRISTELO,1993/08/08,13,0,1993/08/08,18,10,DES,2,3,5
DM3883,,VALENCA,CRISTELO,1993/08/08,13,0,1993/08/08,13,55,DES,0,0.06,0.06
DM3884,,GONDOMAR,"RIO TINTO",1993/08/08,13,15,1993/08/08,14,5,DES,0,0.05,0.05
DM3885,,ESPOSENDE,FAO,1993/08/08,13,40,1993/08/08,14,20,DES,0,0.01,0.01
DM3886,,VALONGO,CAMPO,1993/08/08,13,45,1993/08/08,15,25,DES,0,0.2,0.2
DM3887,,V.CASTELO,ALVARAES,1993/08/08,14,0,1993/08/08,15,20,DES,0.5,0.5,1
DM3888,,FAMALICAO,LOURO,1993/08/08,14,0,1993/08/08,14,30,DES,0,0.03,0.03
DM3889,,P.LIMA,ARCOZELO,1993/08/08,14,10,1993/08/08,17,15,DES,0,0.5,0.5
